item_id_a,item_id_b,protein_name,protein_desc
CID000004828,9606.ENSP00000437737,HTR2A,"5-hydroxytryptamine receptor 2A; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including mescaline, psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2- aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. S [...] "
CID000004828,9606.ENSP00000292513,PTGER1,Prostaglandin E2 receptor EP1 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(q) proteins which activate a phosphatidylinositol-calcium second messenger system. May play a role as an important modulator of renal function. Implicated the smooth muscle contractile response to PGE2 in various tissues; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000305877,NMUR1,Neuromedin-U receptor 1; Receptor for the neuromedin-U and neuromedin-S neuropeptides.
CID000004828,9606.ENSP00000349003,PTGER3,"Prostaglandin E2 receptor EP3 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor can couple to both the inhibition of adenylate cyclase mediated by G(i) proteins, and to an elevation of intracellular calcium. Required for normal development of fever in response to pyrinogens, including IL1B, prostaglandin E2 and bacterial lipopolysaccharide (LPS). Required for normal potentiation of platelet aggregation by prostaglandin E2, and thus plays a role in the regulation of blood coagulation. Required for increased HCO3(-) secretion in the duodenum in response to muco [...] "
CID000004828,9606.ENSP00000245457,PTGER2,Prostaglandin E2 receptor EP2 subtype; Receptor for prostaglandin E2 (PGE2). The activity of this receptor is mediated by G(s) proteins that stimulate adenylate cyclase. The subsequent raise in intracellular cAMP is responsible for the relaxing effect of this receptor on smooth muscle.
CID000004828,9606.ENSP00000291294,PTGIR,Prostacyclin receptor; Receptor for prostacyclin (prostaglandin I2 or PGI2). The activity of this receptor is mediated by G(s) proteins which activate adenylate cyclase.
CID000004828,9606.ENSP00000276198,HTR2C,"5-hydroxytryptamine receptor 2C; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including ergot alkaloid derivatives, 1-2,5,- dimethoxy-4-iodophenyl-2-aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathway [...] "
CID000004828,9606.ENSP00000303686,NTSR2,Neurotensin receptor type 2; Receptor for the tridecapeptide neurotensin. It is associated with G proteins that activate a phosphatidylinositol-calcium second messenger system.
CID000004828,9606.ENSP00000352427,RGR,RPE-retinal G protein-coupled receptor; Receptor for all-trans- and 11-cis-retinal. Binds preferentially to the former and may catalyze the isomerization of the chromophore by a retinochrome-like mechanism.
CID000004828,9606.ENSP00000445772,LTB4R2,Leukotriene B4 receptor 2; Low-affinity receptor for leukotrienes including leukotriene B4. Mediates chemotaxis of granulocytes and macrophages. The response is mediated via G-proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of affinities for the leukotrienes is LTB4 > 12-epi-LTB4 > LTB5 > LTB3.
CID000004828,9606.ENSP00000377353,DRD1,D(1A) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000393333,TBXA2R,"Thromboxane A2 receptor; Receptor for thromboxane A2 (TXA2), a potent stimulator of platelet aggregation. The activity of this receptor is mediated by a G- protein that activates a phosphatidylinositol-calcium second messenger system. In the kidney, the binding of TXA2 to glomerular TP receptors causes intense vasoconstriction. Activates phospholipase C. Isoform 1 activates adenylyl cyclase. Isoform 2 inhibits adenylyl cyclase."
CID000004828,9606.ENSP00000333821,MC2R,Adrenocorticotropic hormone receptor; Receptor for corticotropin (ACTH). This receptor is mediated by G proteins (G(s)) which activate adenylate cyclase (cAMP). Belongs to the G-protein coupled receptor 1 family.
CID000004828,9606.ENSP00000243911,MC3R,"Melanocortin receptor 3; Receptor for MSH (alpha, beta and gamma) and ACTH. This receptor is mediated by G proteins which activate adenylate cyclase. Required for expression of anticipatory patterns of activity and wakefulness during periods of limited nutrient availability and for the normal regulation of circadian clock activity in the brain."
CID000004828,9606.ENSP00000258456,GPR45,Probable G-protein coupled receptor 45; Orphan receptor. May play a role in brain function.
CID000004828,9606.ENSP00000373169,DRD3,D(3) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase. Promotes cell proliferation.
CID000004828,9606.ENSP00000249041,GALR3,Galanin receptor type 3; Receptor for the hormone galanin. Receptor for the hormone spexin-1.
CID000004828,9606.ENSP00000229955,GPR63,Probable G-protein coupled receptor 63; Orphan receptor. May play a role in brain function.
CID000004828,9606.ENSP00000275200,TAAR8,"Trace amine-associated receptor 8; Orphan receptor. Could be a receptor for trace amines. Trace amines are biogenic amines present in very low levels in mammalian tissues. Although some trace amines have clearly defined roles as neurotransmitters in invertebrates, the extent to which they function as true neurotransmitters in vertebrates has remained speculative. Trace amines are likely to be involved in a variety of physiological functions that have yet to be fully understood."
CID000004828,9606.ENSP00000359682,BRS3,"Bombesin receptor subtype-3; Role in sperm cell division, maturation, or function. This receptor mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system; Belongs to the G-protein coupled receptor 1 family."
CID000004828,9606.ENSP00000342560,HRH3,Histamine H3 receptor; The H3 subclass of histamine receptors could mediate the histamine signals in CNS and peripheral nervous system. Signals through the inhibition of adenylate cyclase and displays high constitutive activity (spontaneous activity in the absence of agonist). Agonist stimulation of isoform 3 neither modified adenylate cyclase activity nor induced intracellular calcium mobilization.
CID000060795,9606.ENSP00000304290,CHRNB1,"Acetylcholine receptor subunit beta; After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane. Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-1/CHRNB1 sub- subfamily."
CID000060795,9606.ENSP00000357461,CHRNB2,"Neuronal acetylcholine receptor subunit beta-2; After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane permeable to sodiun ions."
CID000060795,9606.ENSP00000458791,GPR139,Probable G-protein coupled receptor 139; Orphan receptor. Seems to act through a G(q/11)-mediated pathway.
CID000060795,9606.ENSP00000284674,GPR26,"G-protein coupled receptor 26; Orphan receptor. Displays a significant level of constitutive activity. Its effect is mediated by G(s)-alpha protein that stimulate adenylate cyclase, resulting in an elevation of intracellular cAMP."
CID000060795,9606.ENSP00000249016,MCHR1,"Melanin-concentrating hormone receptor 1; Receptor for melanin-concentrating hormone, coupled to both G proteins that inhibit adenylyl cyclase and G proteins that activate phosphoinositide hydrolysis; Belongs to the G-protein coupled receptor 1 family."
CID000060795,9606.ENSP00000362746,GPR21,Probable G-protein coupled receptor 21; Orphan receptor.
CID000060795,9606.ENSP00000302676,GPR22,G-protein coupled receptor 22; Orphan G-protein coupled receptor. Seems to act through a G(i)/G(o) mediated pathway. May be involved in ciliogenesis (By similarity).
CID000060795,9606.ENSP00000498976,GPR19,Probable G-protein coupled receptor 19; Orphan receptor.
CID000060795,9606.ENSP00000363596,CNR2,"Cannabinoid receptor 2; Heterotrimeric G protein-coupled receptor for endocannabinoid 2-arachidonoylglycerol mediating inhibition of adenylate cyclase. May function in inflammatory response, nociceptive transmission and bone homeostasis."
CID000060795,9606.ENSP00000314223,GPR88,"Probable G-protein coupled receptor 88; Probable G-protein coupled receptor implicated in a large repertoire of behavioral responses that engage motor activities, spatial learning, and emotional processing. May play a role in the regulation of cognitive and motor function."
CID000060795,9606.ENSP00000304501,ADORA2B,Adenosine receptor A2b; Receptor for adenosine. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase.
CID000060795,9606.ENSP00000480012,ADORA2A,Adenosine receptor A2a; Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity); Belongs to the G-protein coupled receptor 1 family.
CID000060795,9606.ENSP00000356205,ADORA1,Adenosine receptor A1; Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family.
CID000060795,9606.ENSP00000314992,RRH,Visual pigment-like receptor peropsin; May play a role in rpe physiology either by detecting light directly or by monitoring the concentration of retinoids or other photoreceptor-derived compounds.
CID000060795,9606.ENSP00000319250,GPR62,G-protein coupled receptor 62; Orphan G-protein coupled receptor. Constitutively activates the G(q/11)/inositol phosphate and the G(s)-alpha/cAMP signaling pathways. Has spontaneous activity for beta-arrestin recruitment. Shows a reciprocal modulation of signaling functions with the melatonin receptor MTNR1B most likely through receptor heteromerization.
CID000060795,9606.ENSP00000356908,TAAR2,Trace amine-associated receptor 2; Orphan receptor; Belongs to the G-protein coupled receptor 1 family.
CID000060795,9606.ENSP00000356251,GPR37L1,"G-protein coupled receptor 37-like 1; G-protein coupled receptor. Has been shown to bind the neuroprotective and glioprotective factor prosaposin (PSAP), leading to endocytosis followed by an ERK phosphorylation cascade. However, other studies have shown that prosaposin does not increase activity. It has been suggested that GPR37L1 is a constitutively active receptor which signals through the guanine nucleotide-binding protein G(s) subunit alpha. Participates in the regulation of postnatal cerebellar development by modulating the Shh pathway (By similarity). Regulates baseline blood pr [...] "
CID000060795,9606.ENSP00000234961,OPRD1,"Delta-type opioid receptor; G-protein coupled receptor that functions as receptor for endogenous enkephalins and for a subset of other opioids. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling leads to the inhibition of adenylate cyclase activity. Inhibits neurotransmitter release by reducing calcium ion currents and increasing potassium ion conductance. Plays a role in the perception of pain and in opiate-mediated analgesia.  [...] "
